"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Florencio-Cruz V.; Valdivia-Alcalá R.; Scott C.A.","Florencio-Cruz, Valentín (24922660700); Valdivia-Alcalá, Ramón (8721885500); Scott, Christopher A. (35231062700)","24922660700; 8721885500; 35231062700","Water productivity in the alto rio lerma (oil) irrigation district; [Productividad del agua en el distrito de riego oil, alto rio lerma]","2002","Agrocencia","36","4","","483","493","10","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249306369&partnerID=40&md5=a0caae82b57757e6e040d9e83bbe9266","Water is a resource every day more scarce, and thus more expensive. It is therefore necessary to estimate its price or opportunity cost to optimize its use. The objective of this paper is to estimate the economic value of irrigation water (surface and groundwater) in the Alto Oil Irrigation District (ARLID). To that end, linear programming methods are formulated, emphasizing possible reductions on water availability of 18 and 24%. Land, water, labor and agriculture machinery are constraints in the model. Gross revenues minus production costs estimate net revenues. Model solutions use both 1999 product prices and those estimated for 2010. Net revenue, crop pattern and marginal revenue are reported. Marginal revenue is used as shadow price of irrigation water and, according to the results, varies from Mex $0.54-2.28/m3 for surface water and between Mex $0.66 and 6.85/m3 for groundwater. The shadow price of groundwater rises up to Mex $152/m3 for highly profitable crops.","Linear programming; Shadow prices; Water value","","Article","Final","","Scopus","2-s2.0-34249306369"
"Capitanelli R.G.","Capitanelli, R.G. (6506334033)","6506334033","Patagonia.","1982","Revista Geografica","95","","","30","45","15","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020234171&partnerID=40&md5=da32fb60849e6f200bda5b768fcab777","Describes the region, which is not lacking in resources but these are insufficiently exploited because of a) an anti-social and anti-economic landholding system; b) a primitive land use, especially sheep rearing, which leads to depopulation; c) the lack of an urban system: the few towns in the region have no economic or political power, and there is no regional capital. Patagonia is an internal colony of Argentina, its pastoral and mining activities benefiting the rest of the country without being recompensed by public works. -J.Naylon","","Argentina; landholding system; mining activities; pastoral","Article","Final","","Scopus","2-s2.0-0020234171"
"Schlaifer M.","Schlaifer, M. (6504385629)","6504385629","Native species and deforestation in the Andean region - an historical, social and cultural vision in Cochabamba, Bolivia; [Las especies nativas y la deforestacion en los Andes - una vision historica, social y cultural en Cochabamba, Bolivia]","1993","Bulletin - Institut Francais d'Etudes Andines","22","2","","585","610","25","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027758303&partnerID=40&md5=a20c432896f7d4fb82c59ea4894d7944","This paper presents the results of field observations and informal conversations with the local campesinos over a period of 3 yr, supplemented by a large bibliographic review. Through an historical, social and cultural reconstruction, it tries to demonstrate the regressive dynamic of the Andean vegetation, especially in the Cochabamba region, Bolivia. The remaining forests, the 16th and 17th century chronicles, explorers' accounts and the results of contemporary researchers let us imagine how the vegetation could be. An analysis of the human use of rural areas by Andean societies in the valleys and highlands, from prehistory to our time serves as the basis of the interpretation of the causes of alarming deforestation. Population increase, pressure of livestock, the role of the mines, the construction of the railways and their influences on native vegetation, are discussed. The impact of chicha trade, land tenure and the numerous wars on the environmental degradation are also considered. This knowledge contributes to the development of ideas for future technical or social interventions to restrain or reverse deforestation. -English summary","","Bolivia; Cochabamba; deforestation; developing country; economic activity; environmental degradation; historical perspective; historical trend; man-environment relations","Article","Final","","Scopus","2-s2.0-0027758303"
"Boza M.A.","Boza, Mario A. (6506792442)","6506792442","Conservation in Action: Past, Present, and Future of the National Park System of Costa Rica; [Conservatión en acción: pasado, presente y futuro del Sistema de Parques Nacionales de Costa Rica]","1993","Conservation Biology","7","2","","239","247","8","85","10.1046/j.1523-1739.1993.07020239.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027714038&doi=10.1046%2fj.1523-1739.1993.07020239.x&partnerID=40&md5=f763135be4e1054af494a61763e90000","Costa Rica’s national parks stand as a model for the preservation of biodiversity in the tropics, with 622,000 ha, or 12.2%, of the country set aside in preserves. In 1970, efforts to establish the parks were met with indifference but a practical strategy for nature conservation and favorable opportunities led to success, including establishment of Poas Volcano, Cahuita, Santa Rosa and Tortuguero National Parks in 1970–1971. Since then we have concentrated on four main activities. (1) procuring funds and personnel; (2) obtaining national and international support; (3) developing conservation education programs; and (4) getting environmental legislation passed Today we continue to build the national park system. We are creating a system of national forests, encouraging commercial reforestation and management of private land, consolidating the national parks system, and continuing to raise funds. Because most tourism is based on the national parks, we are asking the tourism industry to do its fair share to support the parks and to encourage wise use and conservation. Many organizations use funds to maintain an international bureaucracy rather than supporting direct conservation in the field. We do not need more planning studies and documents to tell us what to do, but instead we need funds to make environmental conservation a reality at the grass‐roots level. International environmental standards should be set by a United Nations environmental organization that is empowered to infringe on the sovereignty of individual states in environmental matters. Future concerns for the national parks of Costa Rica include the economic situation, conservation education, the need to demonstrate the monetary value of conservation, population growth, the need for citizen involvement and the need for effective environmental legislation. Copyright © 1993, Wiley Blackwell. All rights reserved; Los Parques Nacionales de Costa Rica constituyen un modelo de preservación de la biodiversidad en los trópicos, con 622,000 ha, o el 12% del país considerado bajo sistemas de Reservas. En 1970 los esfuerzos para establecer parques eran mirados con indiferencia, pero una estratégia práctica para la conservación de la naturaleza y oportunidades favorables llevaron al suceso, incluyendo el establecimiento de los parques Nacionales del Volcán Poas, Cahuita, Santa Rosa y Tortuguero en 1970–1971. Desde entonces nosotros nos hemos concentrado en cuatro actividades principales. 1. Procurar fondos y personal, 2. Obtener apoyo nacional e internacional, 3. Desarrollar programas de educación en conservación y 4. Legislación ambiental. En el presente nosotros continuamos construyendo el sistema de parques nacionales. Estamos creando un sistema nacional de bosques, y continuamos recaudando fondos. Como la mayoría del turismo esta basado en los parques nacionales nosotros le hemos pedido a la industria del turismo que comparta el sostenimiento de los parques y que fomente ampliamente el uso y la conservación de los mismos. Muchas organizaciones utilizan los fondos para mantener una burocracia internacional en lugar de sostener diréctamente la conservatión en el lugar. Nosotros no necesitamos más estudios de planificación y documentos que nos digan lo que debemos hacer, lo que nosotros necesitamos es fondos para lograr que la conservatión ambiental sea una realidad al nivel de las bases. Los standards del medio ambiente a nivel international deben ser establecidos por una organización de las Naciones Unidas a la que se le otorgue el poder de invadir la soberanía de los estados en cuestiones ambientales. Nuestra preocupación futura por los parques nacionales de Costa Rica incluye la situación económica, la educación en conservación, la necesidad de demostrar el valor económico de la conservación, el crecimiento de la población, la necesidad por la participación de los ciudadanos y la necesidad por una legislación efectiva en materia ambiental.","","Costa Rica; Costa Rica, Cahuita National Park; Costa Rica, Poas Volcano National Park; Costa Rica, Santa Rosa National Park; Costa Rica, Totuguero National Park; biodiversity; biodiversity conservation; conservation; conservation programme; developing country; environmental legislation; environmental protection; national park; national park system; park system; protected area; tourism; wildlife conservation","Article","Final","","Scopus","2-s2.0-0027714038"
"Miranda M.","Miranda, M. (55437284700)","55437284700","Change in  land use in  General Viejo,  Perez Zeledon; [Cambio en el uso del suelo en General Viejo de Perez Zeledon]","1985","Revista Geografica de America Central","17-18","","","99","121","22","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022163589&partnerID=40&md5=cbcd3181aab17ebd877e9e3a62f8fc60","Analyses the geographic characteristics of a sector of the General Valley. Development has occurred on the left bank of the General river whose centre is the old town of General Viejo, located between Rivas and the Juntas de Pacuar. Changes in population and land use between 1973 -1979 are functions of the current economic system. -from English summary","","","Article","Final","","Scopus","2-s2.0-0022163589"
"Durany Castrillo M.; Rodriguez Gonzalez M.C.","Durany Castrillo, M. (6504797913); Rodriguez Gonzalez, M.C. (7003526985)","6504797913; 7003526985","Vilela, a village of Bierzo in the Middle Ages, Xth to XIIIth centuries; [Vilela, una aldea del Bierzo en la edad media (siglos X al XIII)]","1990","Travaux - Universite de Poitiers, Centre de Geographie Humaine et Sociale","17","","","95","109","14","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025528862&partnerID=40&md5=1d04d53427d82ebfa4d5120398011971","Studies a village in the Bierzo region, Leon Province, during the Middle Ages. The authors attempt to reconstruct patterns of population change, settlement and land use, stressing the links between the village and the Abbey of Samos which were important for both economic and juridical reasons. -H.Clout","","Bierzo; Leon Province; Spain; Vilela; historical geography; Middle Ages; rural area","Article","Final","","Scopus","2-s2.0-0025528862"
"Chisari O.O.; Dal Bó P.; Romero C.A.","Chisari, Omar O. (6602335131); Dal Bó, Pedro (12779753900); Romero, Carlos A. (56918766100)","6602335131; 12779753900; 56918766100","Ampliaciones de la red de transmision de alta tension en la Argentina. Mecanismos de decisión e incentivos económicos","1998","Desarrollo Economico","38","NUMERO ESPECIAL","","41","68","27","0","10.2307/3467434","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031659141&doi=10.2307%2f3467434&partnerID=40&md5=4dc08b378207757f5721cb1cb8e48060","This paper seeks to depict the established procedures for high tension electricity network expansions through the so called ""Public Contest"" method. We study and provide examples of its functioning, showing the existence of negative incentives to investment. The agents' incentives within the system are studied, together with their opportunities for strategic behavior, and some simulations are performed which suggest that net social benefits from expansions are not fully reflected in the voting mechanism established for the Public Contest Regime. On the one hand, it is found that the open access principle, imposed by the legislation, gives room for opportunistic or strategic behavior. Provided that a contribution to the financing of an expansion does not grant property rights over it, agents may prefer to reject expansions that may be used by future competitors entering the industry. On the other hand, the rule for selecting voters and the voting rule itself -which is used to decide on a given project- do not imply that the selected option is the best one available. Some valuable investment opportunities may not be exploited because of the veto power of minority groups. Simulations are performed using a simple model of the electric system as shaped by the regulation, which allow to find examples of how the use of the Beneficiaries Method in the Public Contest Regime would lead to reject socially desirable investment. At the same time, it is shown that an alternative funding and voting scheme -consisting of distributing the burden of the project's cost according to the expected change in benefits from its completion- does not necessarily provide better incentives for undertaking socially desirable projects.","","Argentina; economic analysis; electricity supply; investment incentive","Article","Final","","Scopus","2-s2.0-0031659141"
"Carranza J.","Carranza, Juan (7007129541)","7007129541","Applied ethology to management of red deer populations in south-western Iberian peninsula: Game production and conservation; [Aplicaciones de la etología al manejo de las poblaciones de ciervo en el suroeste de la Peninsula Ibérica: Producción y conservación]","1999","Etologia","","7","","5","18","13","24","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042659212&partnerID=40&md5=b3ae57b4c4e6ef9df30c843a893bb04f","Game management of red deer (Cervus elaphus) is the main economic use of land in many areas of mediterranean woodland (dehesas) in southwestern Iberia. During the last two decades many estates have been fenced to allow a more intensive management of deer populations with independence from the sourrounding areas. This use has generated new problems which claim for new solutions to make compatible the economic use of game populations and the conservation of the ecosystems where they live. The knowledge of the behavioural ecology of big game species, especially of red deer, has an important role in providing solutions for this intensive management. Here I review some of the main problems including transformation of the vegetal cover, food supplementation, population structure, culling criteria and genetical effects.","Applied ethology; Game management; Mediterranean ecosystems; Red deer","","Article","Final","","Scopus","2-s2.0-3042659212"
"Pardo M.T.","Pardo, M.T. (7103359530)","7103359530","The Cerro de Oro Dam: the Chinanteco Research Center; [Los Chinantecos frente a la Presa Cerro de Oro: el Centro de Investigacion Tsa Ko W]","1990","America Indigena","50","2-3","","151","183","32","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025543205&partnerID=40&md5=75b1a3d437227a91eb10c081540b0dc0","When construction was begun on the Cerro de Oro Dam, more than 30 000 Chinantecos were driven from their native lands while close to 26 000 hectares of their most fertile farmland was flooded. Under these circumstances, Chinanteco investigators formed a center of Chinanteco research with the goal of analyzing the impact of the new dam and forming strategies of cultural and economic development for affected communities. All the programs implemented by the center are to follow a native socio-cultural and traditional perspective. -from English summary","","Cerro de Oro Dam; Mexico; Oaxaca; cultural heritage; dam construction; indigenous people; resettlement","Article","Final","","Scopus","2-s2.0-0025543205"
"Yefimov V.","Yefimov, Vladimir (24527752200)","24527752200","An institutional approach to analyzing the economic transition (the case of agriculture in North Kazakhstan); [Approche institutionnelle de l'analyse de la transition (le cas de l'agriculture du Nord-Kazakhstan)]","1997","Revue d'Etudes Comparatives Est-Ouest","28","2","","99","119","20","2","10.3406/receo.1997.2853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874893366&doi=10.3406%2freceo.1997.2853&partnerID=40&md5=27b96f3c8f2e13d0dd5c25f3d232286c","The causes of the failure of the neoclassical approach to the economic transition in the countries formerly belonging to the Soviet Union are analyzed at a general level and then in the specific case of agriculture in North Kazakhstan. Three dimensions of Soviet-type economic institutions (legislation, organizations and culture) enter into the general analysis. Among the basic notions that are cursorily presented, attention is drawn to the economic culture. A description of the characteristics of Soviet agricultural institutions (state-owned land, collective farms, state farms, individual plots and local authorities in rural areas) completes this analysis at the general level. These paradigms then serve to analyze the first two phases (stabilization and introduction of the market) in the neoclassical transition strategy as applied to farming in North Kazakhstan. In this area, the institutions inherited from the Soviet era continue to survive, sometimes under a slightly disguised form. They account for both the noncompletion of a real transition and the gradual decline in farming. In these conditions, the third phase (structural corrections) of the transition under the neoclassical paradigm cannot be envisioned. Alternative proposals based on an institutional approach are presented.","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84874893366"
"Benencia R.","Benencia, R. (6602384156)","6602384156","Horticulture of Buenos Aires: production systems and changes in the labour market; [La horticultura bonaerense: logicas productivas y cambios en el mercado de trabajo]","1994","Desarrollo Economico: Revista de Ciencias Sociales","133","","","53","73","20","10","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028551267&partnerID=40&md5=d34a43bb0baad11185ec204a99d06332","The article analyses socio-economic changes occurring during the last 20 yr in an agrarian region called the ""green belt' surrounding Buenos Aires city. Those changes are highly correlated with the overall process of modernisation affecting agriculture in Argentina, and particularly to vegetable production. Within an agrarian structure with a major proportion of family farms, processes of social differentiation, land and capital concentration, and the emergence of new social actors, began to take place. The analysis of the productive and economic organisation of two main types of vegetable producers enables study of those transformations. A majority of vegetable-producing family farms have experienced economic decay, and through a resistance strategy they try to maintain themselves in a sort of unstable equilibrium; a small number of vegetable modern units underwent capitalisation through an economic strategy of flexible growth. Vegetable sharecroppers (""medianero'), migrate from Bolivia, and provide almost all of the local labor supply, including the incorporation of this own family group. With this ""medianero', the social organisation of both types of vegetable farms is being transformed. -from English summary","","Argentina; Buenos Aires; Buenos Aires Province; agricultural modernisation; agricultural system; developing country; family farming; labour conditions; labour supply; rural area; socio-economic change; vegetable production","Article","Final","","Scopus","2-s2.0-0028551267"
"Gaspari F.J.; Bruno J.E.","Gaspari, Fernanda J. (7006683725); Bruno, Juan E. (7202832836)","7006683725; 7202832836","Diagnosis of environmental degradation for hydric erosion in the Napostá Grande stream's basin; [Diagnóstico de degradación ambiental por erosión hídrica en la cuenca del arroyo Napostá Grande]","2003","Ecologia Austral","13","1","","109","120","11","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17744397303&partnerID=40&md5=c8ef518c68ddcb4e575b3e0176f4f73f","We carried out an environmental degradation diagnosis in the Napostá Grande stream's basin, Ventania system, province of Buenos Aires, to identify water erosion factors that result in environmental degradation. We based our diagnosis of the present situation of the basin on: (a) a qualitative assessment in the field, supported by satellite images and aerial photographs, of drainage, climate, landscape, soil, geology, vegetation and current land use, and (b) a quantitative diagnosis based on the application of the hydrological model HYMO 10, calculating water flows for a typical storm in the study area, and solid discharge estimates with the USLE (universal soils loss equation) method and its extension to small basins (MUSLE; modification of the universal soils loss equation). The correlation between the qualitative and quantitative diagnoses allowed the identification of sites where degradation by water erosion affected the sustainability of the system. The determination of the loss of superficial soil, influenced by the scarce vegetation cover, indicated an improper use of lands and slopes, fostering a potential economic and productive downgrading of soil and water.","","erosion","Article","Final","","Scopus","2-s2.0-17744397303"
"Gelman J.; Santilli D.","Gelman, Jorge (7003285041); Santilli, Daniel (15824499900)","7003285041; 15824499900","Distribution of wealth and economic growth. Buenos Aires under Governor Roses; [Distribución de la riqueza y crecimiento económico. Buenos Aires en la época de Rosas]","2003","Desarrollo Economico","43","169","","75","102","27","6","10.2307/3455915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0442296471&doi=10.2307%2f3455915&partnerID=40&md5=bbd81455462734425f9d1322244342c7","Economic growth and wealth distribution are two issues that occupy a central place in debates on economic history. The analysis of these topics becomes even more urgent given the persistence and aggravation of economic inequality among different social sectors and geographic regions. However, scholarly works on 19th century Buenos Aires have largely neglected them. Works that examine the period have insisted on the existence of growing inequalities in the region due to unequal patterns of land distribution. Nonetheless, land distribution only constitutes one of the factors to be taken into consideration, and it is probably not even the best available indicator of the level of economic inequality. In this article we will approach the problem of wealth distribution in the Buenos Aires countryside through a previously unused source: the economic censuses carried out by governor Juan Manuel de Rosas in 1839. The purpose of these censuses was to gather the information needed for the imposition of an income tax: the Contribución Directa. After a thorough evaluation of the source and its reliability, the article discusses methodological issues. Finally, using indicators such as Lorenz curves or the Gini index, we reach some interesting conclusions on the levels of wealth inequality existing in the Buenos Aires countryside at that time, and its links with economic growth.","","Argentina; Buenos Aires [Federal District]; Federal District [Argentina]; South America; economic growth; income distribution; land market; nineteenth century; tax system","Article","Final","","Scopus","2-s2.0-0442296471"
"Tejera Gaona H.","Tejera Gaona, H. (6507099234)","6507099234","Identity and the ethnic questions in the study of two sub-regions of Chiapas, Mexico; [Identidad y cuestion etnica estudio en dos subregiones de Chiapas, Mexico]","1988","Boletin de Antropologia Americana","17","","","85","97","12","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024153912&partnerID=40&md5=4dd76ebdb2d8effab665f0a386eda3ee","Discusses the social, economic, and political problems of ethnic groups in Mexico. Considers factors of demands, and determination of the different ethnic groups. Outlines regionalism and the concept of accumulation. Concludes that the constitution of the identity is a fundamental aspect in the cohesion of the inhabitants of the towns and that the characteristics have been personified in the most recent years especially with regard to obtaining of land. -S.J.Yates","","Chiapas; Mexico; ethnic group; regional identity; socio- economic conditions; urban characteristics","Article","Final","","Scopus","2-s2.0-0024153912"
"Saberwal V.K.; Gibbs J.P.; Chellam R.; Johnsingh A.J.T.","Saberwal, Vasant K. (6602347093); Gibbs, James P. (7202083301); Chellam, Ravi (6602398582); Johnsingh, A.J.T. (6701613191)","6602347093; 7202083301; 6602398582; 6701613191","Lion‐Human Conflict in the Gir Forest, India; [Conflicto entre leones y humanos en el bosque de Gir, India]","1994","Conservation Biology","8","2","","501","507","6","131","10.1046/j.1523-1739.1994.08020501.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028177210&doi=10.1046%2fj.1523-1739.1994.08020501.x&partnerID=40&md5=ac12c6fb925320ef627af625b6735900","Asiatic lions (Panthera leo persica) now occur in the wild only as a small population (about 250 animals) within a single reserve, the Gir forest in Gujarat state in western India. Persistent attacks by lions on humans hinder support among local peoples for lion conservation. We analyzed 193 attacks by lions on humans and conducted interviews with 73 villagers to identify the spatial, temporal, and social factors associated with lion‐human conflict in the region. An average of 14.8 attacks by lions and 2.2 lion‐caused deaths occurred annually between 1978 and 1991, and most attacks (82%) occurred on private lands outside the forest reserve. A drought in 1987–1988 precipitated an increase in rates of conflicts (from 7.3 to 40.0 attacks/year) and in the proportion of attacks that occurred outside the reserve (from 75% to 87%). The spatial pattern of lion attacks could not be distinguished from random before the drought, whereas attacks were clustered after the drought in village subdistricts with a higher ratio of revenue land to forest edge and those closer to sites where lions were formerly baited for tourist shows. Subadult lions were involved in conflicts in disproportion to their relative abundance. A majority of villagers interviewed expressed hostile attitudes toward lions owing to the threat of personal injury and economic hardship (mainly livestock damage) posed by lions. The escalation in lion‐human conflict following the drought probably resulted from a combination of increased aggressiveness in lions and a tendency for villagers to bring their surviving livestock into their dwellings. Dissatisfaction with the government’s compensation system for lion‐depredated livestock was reported widely. The current strategy for coping with problem lions—that is, returning them to areas in the Gir forest already saturated with lions—is inadequate, as indicated by the sharp increase in lion‐human conflict since 1988. Prohibiting lion baiting for tourist shows, consolidation of reserve boundaries, and implementation of a more equitable and simpler system for compensating villagers for livestock destroyed by lions could provide short‐term alleviation of lion‐human conflict in the region. Long‐term alleviation may entail reducing the lion population by relocating or culling lions. Copyright © 1994, Wiley Blackwell. All rights reserved; Los leones Asiáticos (Panthera leo persica) se encuentran en estado salvaje sólo como una pequeña población (ca. 251 animales) dentro de una única reserva, en el bosque de Gir en el estado de Gujarat, al oeste de India. Los persistentes ataques de leones a humanos obstaculizan el apoyo de la población local para la conservación de leones. Nosotros analizamos 193 ataques de leones a humanos y conducimos encuestas a 73 pobladores locales para identificar los factores espaciales, temporales y sociales asociados con los conflictos entre leones y humanos en la región. Un promedio de 14.8 ataques por leones y 2.2 muertes causadas por leones ocurrieron anualmente entre 1978–91, la mayoría de los ataques (82%) ocurrieron en tierras privadas fuera de la reserva del bosque. Una sequía en 1987–91 precipitó un incremento en la tasa de los conflictos (de 7.3 a 40.0 ataques/año) y en la proporción de ataques ocurridos fuera de la reserva (de 75% a 87%). El patrón espacial de ataque de los leones no pudo ser distinguido del aleatorio antes de la sequía, mientras que los ataques después de la sequía pudieron ser agrupados en sub‐distritos poblacionales con una relación tierras explotables: bordes de foresta más alta y aquellos más cercanos a sitios dónde los leones eran cebados para espectáculos turísticos. Los leones subadultos se vieron envueltos en conflictos en forma desproporcionada a su abundancia relativa. La mayoría de los pobladores encuestados expresaron su hostilidad hacia los leones debido al peligro de daños personales y pérdidas económicas (principalmente daños en el ganado) causados por los leones. La escalda de conflictos entre leones y humanos que siguió a la sequía, es probablemente el resultado de la combinación del incremento en la agresividad de los leones y la tendencia de los pobladores a llevar el ganado sobreviviente a sus moradas. Se reportó ampliamente una desatisfacción con respecto a la compensación que el gobierno brinda por la predación por leones del ganado. La presente estrategia para enfrentar los leones problemáticos, consistente en retornarlos a las áreas en el bosque de Gir que ya están saturadas con leones, es inadecuada, tal como lo indica el marcado incremento en el aumento de conflictos entre leones y humanos desde 1988. El prohibir que los leones sean cebados para los espectaculos turisticos, la consolidación de los límites de la reserva y la implementación de un sistema más equitativo y simple para compensar a los pobladores por el ganado perdido a causa de los leones puede mitigar en el corto plazo el conflicto entre leones y humanos en la región. Una mitigación a largo plazo podría implicar la reducción de la población de leones a través de la relocalización o eliminación de los leones menos aptos.","","India, Gujarat, Gir Forest; Panthera leo persica; Asiatic lion; lion-human conflict","Article","Final","","Scopus","2-s2.0-0028177210"
"Castro De Guerra D.; Zambrano O.","Castro De Guerra, Dinorah (6602473713); Zambrano, Orlysbet (19637739100)","6602473713; 19637739100","The canarians of San Antonio de Los Altos, edo. Miranda, Venezuela. Isolation and marriage unions between 1900 and 1981; [Los canarios de San Antonio de Los Altos, edo. Miranda, Venezuela. Aislamiento y uniones matrimoniales entre los años 1900 a 1981]","1997","Acta Cientifica Venezolana","48","3","","167","172","5","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031310125&partnerID=40&md5=08082c12d834d881cdc6c1399e62c8e8","We present results of a study on isolation and endogamy in San Antonio de Los Altos a Venezuelan town founded in 1683 by 41 Spanish families of Canarian origin. The study was done with the civil marital records registered during the years 1905 to 1981. The results show that the same few surnames cover an important proportion of individuals in all the periods studied, which suggests that these belong to the traditional families. An important endogamy is revealed through the frequencies of surnames, birth places of spouses, and the isonymy analysis, which decrease after 1960 with the rupture of the isolate. The higher Fn values and the predominance of some types of isonymy suggests the existence of preferential unions. Geographic isolation and some economic factors, such as the property of the land, could have favoured the isonymy and endogamy observed among surnames of the founders of the town.","Canarian People; Endogamy; Isolation","Consanguinity; Female; History, 20th Century; Humans; Male; Marriage; Names; Social Isolation; Socioeconomic Factors; Venezuela; article; consanguinity; female; history; human; male; marriage; nomenclature; social isolation; socioeconomics; Venezuela","Article","Final","","Scopus","2-s2.0-0031310125"
"Porta Gándara M.A; Rubio Cerda E.; Fernández Zayas J.L.","Porta Gándara, Miguel Ángel (6602867185); Rubio Cerda, Eduardo (7101626076); Fernández Zayas, José Luis (6506029213)","6602867185; 7101626076; 6506029213","Solar desalination system of sea water for efficient irrigation of a crop module; [Sistema de desalación solar de agua de mar para riego eficiente en un módulo de cultivo]","2002","Ingenieria Hidraulica en Mexico","17","2","","55","64","9","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036544091&partnerID=40&md5=9b916aa67de8aad3b5356a6bb2e5861e","The lack of vegetables in the diet of people living by the seaside in Mexican California results in important health problems. It is not easy to produce vegetables due to the lack of potable water. In order to solve this problem, this paper introduces a household agricultural production system utilizing seawater, which is distilled by means of a shallow solar still. The still has a free surface of 10 m2 and can yield an average daily quantity of 51/m2 daily. Distilled water is employed to grow vegetables (basically radishes, pumpkins and tomatoes) in an experimental plot of land where a highly efficient irrigation is pursued. Hence, it is possible to obtain biomass production of about 1 kg of fresh product for every 19 to 200 liters of distilled water, depending on the crop, in also variable crop cycles, between 30 and 150 days of duration. This paper ends with an economic evaluation and the assesment of water use. In comparison with the irrigation district of the valley of Santo Domingo, B.C.S., where extreme lack of water is felt, water is used in the latter in a proportion of between 180 and 500 times more than the strictly indispensable per unit product.","Efficient irrigation; Efficient vegetable production; Ferti-irrigation; Seawater distillation; Solar energy","Mexico; agricultural application; distillation; economics; irrigation system; sea water; solar desalination; solar still; water use; Biomass; Crops; Health care; Irrigation; Potable water; Seawater; Solar energy; farming system; irrigation; seawater; solar power; Solar stills; Desalination","Article","Final","","Scopus","2-s2.0-0036544091"
"Cavailles B.G.","Cavailles, B.G. (6507783638)","6507783638","The degradation of central Lima; [La degradacion de Lima Cuadrada]","1988","Bulletin - Institut Francais d'Etudes Andines","17","1","","87","95","8","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024219648&partnerID=40&md5=7919ac08fd02123cd09f190b676bc0a9","This article shows that central Lima is in a continual state of degradation due, in great part, to the economic interests which speculate with land values. It will soon be irreversible if the municipal or national authorities do not take swift action. -English summary","","Lima; Peru; degradation; land values; national authorities","Article","Final","","Scopus","2-s2.0-0024219648"
